ex07_plant_wind_availability_factor,ex07_demand1_value,ex07_demand2_value,ex08_pv,ex08_demand,ex15_cop,ex15_cop_minconversion,ex15_heatdemand,ex17_capacity
0.65,3.49,3.12,,,2.35,1.645,21,
0.87,4.51,2.02,,,2.35,1.645,23,
0.78,1.04,4.43,,,2.35,1.645,30,
0.5,3.69,4.5,,,2.35,1.645,42,
0.64,1.02,2.49,,,2.31,1.617,46,
0.11,3.61,1.32,,,2.31,1.617,43,
0.98,4.17,1.92,,,2.31,1.617,41,
0.18,4.98,1.78,,,2.31,1.617,39,
0.96,2.02,1.44,,,2.31,1.617,36,
0.7,0.76,4.62,,,2.31,1.617,35,
0.24,3.48,1.29,,,2.83,1.981,34,
0.18,4.08,0.17,,,2.83,1.981,33,
0.38,0.55,3.07,,,2.83,1.981,34,
0.89,4.4,4.77,,,2.83,1.981,35,
0.4,3.2,4.21,,,2.83,1.981,37,
0.47,3.82,4.96,,,2.83,1.981,39,
0.94,2.34,0.68,,,2.54,1.778,40,
0.69,4.99,0.51,,,2.54,1.778,40,
0.17,3.05,4.08,,,2.54,1.778,40,
0,1.35,2.02,,,2.54,1.778,36,
0.2,0.65,1.06,,,2.54,1.778,28,
0.47,2.47,4.27,,,2.54,1.778,22,
0.77,2.79,1.49,,,2.37,1.659,19,
0.15,2.74,2.18,,,2.37,1.659,21,
0.38,2.57,2.22,,,2.37,1.659,21,
0.7,4.67,3.31,,,2.37,1.659,24,
0.45,4.7,4.69,,,2.37,1.659,29,
0.52,1.95,2.75,,,2.37,1.659,39,
0.29,1.18,1.89,,,2.34,1.638,46,
0.26,2.94,1.76,,,2.34,1.638,45,
0.02,0.16,4.35,,,2.34,1.638,44,
0.88,3.76,0.94,,,2.34,1.638,41,
0.51,0.46,2.53,,,2.34,1.638,38,
0.82,5,2.76,,,2.34,1.638,36,
0.02,0.24,0.41,,,2.89,2.023,35,
0.18,2.42,3.57,,,2.89,2.023,35,
0.86,3.83,1.47,,,2.89,2.023,35,
0.72,4.2,2.34,,,2.89,2.023,36,
0.76,0.16,3.48,,,2.89,2.023,38,
0.83,0.36,1.89,,,2.89,2.023,39,
0.15,4.54,0.93,,,2.59,1.813,41,
0.34,1.59,2.77,,,2.59,1.813,41,
0.04,4.99,4,,,2.59,1.813,39,
0.7,2.91,4.87,,,2.59,1.813,35,
0.28,3.15,3.87,,,2.59,1.813,27,
0.67,2.68,0.33,,,2.59,1.813,21,
0.83,0.25,0.59,,,2.43,1.701,18,
0.51,0.13,1.29,,,2.43,1.701,19,
0.52,1.81,1.67,,,2.43,1.701,19,
0.99,3.27,3.9,,,2.43,1.701,22,
0.7,3.88,0.72,,,2.43,1.701,27,
0.47,4.62,1.58,,,2.43,1.701,36,
0.84,4.24,4.26,,,2.39,1.673,44,
0.16,0.12,0.16,,,2.39,1.673,43,
0.05,4.17,1.85,,,2.39,1.673,42,
0.52,0.93,3.47,,,2.39,1.673,38,
0.87,2.22,4.2,,,2.39,1.673,36,
0.22,3.54,2.94,,,2.39,1.673,34,
0.06,0.09,4.81,,,2.87,2.009,33,
0.61,3.38,3.81,,,2.87,2.009,33,
0.58,4.33,1.86,,,2.87,2.009,33,
0.96,3.5,4.37,,,2.87,2.009,34,
0.14,1.99,3.64,,,2.87,2.009,35,
0.06,1.07,1.99,,,2.87,2.009,37,
0.6,2.63,2.61,,,2.62,1.834,37,
0.32,1.3,0.88,,,2.62,1.834,38,
0.67,0.8,4.95,,,2.62,1.834,37,
0.69,0.92,0.79,,,2.62,1.834,33,
0.06,3.79,4.17,,,2.62,1.834,25,
0.97,2.2,2,,,2.62,1.834,20,
0.61,3.95,2.72,,,2.48,1.736,16,
0.32,2.98,4,,,2.48,1.736,17,
0.02,0.85,2.63,,,2.48,1.736,18,
0.62,0.66,0.96,,,2.48,1.736,20,
0.52,4.2,2.29,,,2.48,1.736,25,
0.9,4.67,1.62,,,2.48,1.736,34,
0.71,2.62,2.69,,,2.44,1.708,40,
0.46,3.4,0.25,,,2.44,1.708,39,
0.92,0.16,3.16,,,2.44,1.708,38,
0.69,4.57,4.79,,,2.44,1.708,35,
0.69,0.2,1.35,,,2.44,1.708,33,
0.61,4.29,1.35,,,2.44,1.708,31,
0.98,1.92,2.51,,,2.84,1.988,31,
0.62,1.62,1.27,,,2.84,1.988,30,
0.02,0.91,4.77,,,2.84,1.988,31,
0.63,2.33,0.9,,,2.84,1.988,31,
0.5,3.33,1.75,,,2.84,1.988,33,
0.46,0.84,4.36,,,2.84,1.988,34,
0.32,1.45,2.19,,,2.64,1.848,35,
0.07,0.1,0.85,,,2.64,1.848,35,
0.79,3.42,4.27,,,2.64,1.848,34,
0.81,2.4,0.57,,,2.64,1.848,31,
0.86,0.3,3.72,,,2.64,1.848,23,
0.29,4.67,3.36,,,2.64,1.848,18,
0.05,1.23,3.17,,,2.57,1.799,18,
0.17,2.92,0.16,,,2.57,1.799,19,
0.05,3.19,1.17,,,2.57,1.799,19,
0.13,2.15,1.12,,,2.57,1.799,22,
0.9,3.7,4.74,,,2.57,1.799,27,
0.81,0.14,2.87,,,2.57,1.799,36,
0.07,3.11,2.06,,,2.48,1.736,43,
0.67,2.39,3.64,,,2.48,1.736,42,
0.5,2.72,2.48,,,2.48,1.736,41,
0.58,3.58,0.29,,,2.48,1.736,38,
0.49,1.62,1.05,,,2.48,1.736,36,
0.54,4.17,4.45,,,2.48,1.736,34,
0.5,3.69,2.14,,,2.55,1.785,33,
0.07,0.98,4.2,,,2.55,1.785,33,
0.3,0.8,2.55,,,2.55,1.785,33,
0.66,4.32,3.48,,,2.55,1.785,34,
0.02,2.45,3.97,,,2.55,1.785,35,
0.87,0.34,4.6,,,2.55,1.785,37,
0.65,2.18,2.31,,,2.47,1.729,37,
0.05,2.51,2.95,,,2.47,1.729,37,
0.63,0.06,4.78,,,2.47,1.729,36,
0.24,0.46,1.31,,,2.47,1.729,33,
0.39,0.28,3.34,,,2.47,1.729,25,
0.2,3.34,1.25,,,2.47,1.729,20,
0.44,0.73,0.31,,,2.37,1.659,19,
0.8,2.38,0.63,,,2.37,1.659,21,
0.22,2.65,3.51,,,2.37,1.659,21,
0.8,0.33,3.57,,,2.37,1.659,23,
0.77,3.4,0.8,,,2.37,1.659,29,
0.62,3.2,3.76,,,2.37,1.659,39,
0.71,4.97,4.61,,,2.35,1.645,48,
0.24,2.56,3.27,,,2.35,1.645,47,
0.54,0.72,0.6,,,2.35,1.645,46,
0.43,0.65,1.62,,,2.35,1.645,42,
0.3,4.32,4.05,,,2.35,1.645,40,
0.85,2.42,2.5,,,2.35,1.645,38,
0.31,3.02,2.11,,,2.63,1.841,36,
0.48,1.29,0.98,,,2.63,1.841,36,
0.38,3.21,1.84,,,2.63,1.841,36,
0.19,1.76,1.56,,,2.63,1.841,37,
0.22,2.58,3.38,,,2.63,1.841,39,
0.33,2.63,4.62,,,2.63,1.841,40,
0.93,4.12,0.94,,,2.52,1.764,41,
0.44,1.79,3.69,,,2.52,1.764,41,
0.74,4.47,3.81,,,2.52,1.764,40,
0.72,1.88,4.9,,,2.52,1.764,36,
0.28,3.17,0.14,,,2.52,1.764,28,
0.72,0.76,1.36,,,2.52,1.764,22,
0.59,0.38,3.99,,,2.47,1.729,19,
0.9,0.34,2.3,,,2.47,1.729,20,
0.5,2.49,4.97,,,2.47,1.729,21,
0.17,2.54,0.75,,,2.47,1.729,23,
0.34,4.71,2.41,,,2.47,1.729,29,
0.95,0.54,4.7,,,2.47,1.729,40,
0.76,0.8,0.47,,,2.46,1.722,48,
0.48,3.24,1.91,,,2.46,1.722,46,
0.67,2.72,1.21,,,2.46,1.722,44,
0.19,3.33,1.97,,,2.46,1.722,41,
0.92,4.82,0.46,,,2.46,1.722,38,
0.34,0.82,4.82,,,2.46,1.722,37,
0.13,2.25,0.24,,,2.61,1.827,36,
0.94,4.31,2.24,,,2.61,1.827,34,
0.8,4.15,2.27,,,2.61,1.827,34,
0.87,4.84,4.9,,,2.61,1.827,35,
0.63,0.59,4.4,,,2.61,1.827,37,
0.85,4.43,0.62,,,2.61,1.827,39,
0.22,0.26,2.07,,,2.48,1.736,41,
0.22,4.35,0.07,,,2.48,1.736,40,
0.7,2.92,2.85,,,2.48,1.736,40,
0.69,2.82,2.78,,,2.48,1.736,36,
0.06,0.38,4.43,,,2.48,1.736,28,
0.28,2.04,0.07,,,2.48,1.736,22,
0.98,3.33,2.94,,,2.39,1.673,21,
1,0.65,2.76,,,2.39,1.673,23,
0.03,0.5,4.86,,,2.39,1.673,22,
0.59,1.29,4.12,,,2.39,1.673,22,
0.58,4.48,1.72,,,2.39,1.673,25,
0.45,4.14,0.81,,,2.39,1.673,32,
0.24,3.36,0.16,,,2.39,1.673,45,
0.15,1.61,0.27,,,2.37,1.659,49,
0.7,2.47,1.12,,,2.37,1.659,46,
0.32,0.93,3.42,,,2.37,1.659,43,
0.83,1.09,2.04,,,2.37,1.659,41,
0.07,4.03,3.38,,,2.37,1.659,38,
0.93,0.15,2.47,,,2.37,1.659,37,
0.15,0.02,4.7,,,2.67,1.869,36,
0.95,4.58,0.33,,,2.67,1.869,35,
0.26,2.65,4.82,,,2.67,1.869,36,
0.14,0.75,4.34,,,2.67,1.869,37,
0.11,3.38,1.65,,,2.67,1.869,39,
0.43,3.82,2.69,,,2.67,1.869,42,
0.77,2.4,0.22,,,2.47,1.729,42,
0.72,4.45,3.93,,,2.47,1.729,43,
0.18,4.25,3.37,,,2.47,1.729,42,
1,4.18,2.6,,,2.47,1.729,38,
0.13,1.88,3.09,,,2.47,1.729,30,
0.12,1.15,0.36,,,2.47,1.729,23,
0.43,3.42,1.93,,,2.37,1.659,21,
0.17,4.99,4.05,,,2.37,1.659,22,
0.09,1.38,1.53,,,2.37,1.659,23,
0.23,2.3,0.19,,,2.37,1.659,25,
0.51,3.85,4.57,,,2.37,1.659,31,
0.57,0.46,0.77,,,2.37,1.659,42,
0.97,1.57,2.38,,,2.37,1.659,50,
0,2.9,3.6,,,2.37,1.659,49,
0.68,3.46,4.99,,,2.37,1.659,47,
0.85,3.78,4.03,,,2.37,1.659,44,
0.55,2.71,4.26,,,2.37,1.659,41,
0.11,1.32,1.75,,,2.37,1.659,39,
0.46,3.94,2.54,,,2.67,1.869,38,
0.25,0.33,2.11,,,2.67,1.869,38,
0.34,4.58,2.96,,,2.67,1.869,38,
0.43,2.03,4.5,,,2.67,1.869,39,
0.76,4.02,1.77,,,2.67,1.869,41,
0.61,0.78,2.76,,,2.67,1.869,42,
0.71,1.26,1.72,,,2.55,1.785,44,
0.69,3.44,0.49,,,2.55,1.785,44,
0.01,4.49,1.72,,,2.55,1.785,42,
0.92,4.71,3.19,,,2.55,1.785,38,
0.53,2.34,1.14,,,2.55,1.785,29,
0.62,0.77,3.67,,,2.55,1.785,23,
0.1,3.24,2.9,,,2.48,1.736,18,
0.92,3.7,1.59,,,2.48,1.736,20,
0.08,0.56,2.24,,,2.48,1.736,20,
0.92,0.78,0.1,,,2.48,1.736,22,
0.11,2.16,0.6,,,2.48,1.736,28,
0.79,2.76,0.56,,,2.48,1.736,38,
0.03,0.79,3.01,,,2.47,1.729,45,
0.57,2.24,1.57,,,2.47,1.729,44,
0.69,3.1,4.01,,,2.47,1.729,43,
0.01,1.2,2.56,,,2.47,1.729,40,
0.62,1.21,2.46,,,2.47,1.729,37,
0.1,0.48,1.51,,,2.47,1.729,35,
0.49,3.75,1.73,,,2.75,1.925,34,
0.25,1.96,4.91,,,2.75,1.925,34,
0.51,4.49,4.07,,,2.75,1.925,34,
0.51,4.28,3.35,,,2.75,1.925,35,
0.56,0.76,2.71,,,2.75,1.925,36,
0.76,3.26,0.68,,,2.75,1.925,38,
0.79,2.88,4.29,,,2.61,1.827,39,
0.37,4.46,0.01,,,2.61,1.827,39,
0.08,0.77,0.27,,,2.61,1.827,38,
0.61,2.76,2.09,,,2.61,1.827,34,
0.78,4.82,3.43,,,2.61,1.827,26,
0.21,2.26,0.75,,,2.61,1.827,20,
0.44,0.82,0.31,,,2.59,1.813,15,
0.94,2.73,4.79,,,2.59,1.813,16,
0.69,3.23,2.41,,,2.59,1.813,16,
0.54,1.55,0.76,,,2.59,1.813,18,
0.13,0.28,0.13,,,2.59,1.813,23,
0.38,2.58,4.13,,,2.59,1.813,32,
0.68,0.98,1.73,,,2.59,1.813,39,
0.34,3.22,1.28,,,2.59,1.813,38,
0.25,4.59,0.34,,,2.59,1.813,36,
0.71,0.26,2.93,,,2.59,1.813,34,
0.35,0.13,1.03,,,2.59,1.813,31,
0.47,0.32,0.27,,,2.59,1.813,29,
0.76,3.78,0.42,,,2.77,1.939,28,
0.54,1.04,1.98,,,2.77,1.939,28,
0.89,3.14,1.71,,,2.77,1.939,28,
0.25,3.36,3.21,,,2.77,1.939,28,
0.32,3.58,0.56,,,2.77,1.939,30,
0.22,3.14,1.33,,,2.77,1.939,31,
0.32,3.51,4.44,,,2.7,1.89,32,
0.14,1.52,1.8,,,2.7,1.89,33,
0.86,3.97,1.43,,,2.7,1.89,32,
0.73,0.38,4.99,,,2.7,1.89,29,
0.77,2,1.32,,,2.7,1.89,22,
0.87,0.61,0.46,,,2.7,1.89,17,
0.98,4.86,1.56,,,2.69,1.883,15,
0.82,0.22,3.01,,,2.69,1.883,15,
0.25,3.41,3.55,,,2.69,1.883,16,
0.91,0.02,3.16,,,2.69,1.883,18,
0.69,3.78,1.22,,,2.69,1.883,22,
0.72,4.7,3.16,,,2.69,1.883,31,
0.02,0.89,0.3,,,2.63,1.841,37,
0.79,4.27,1.61,,,2.63,1.841,37,
0.97,3.73,1.06,,,2.63,1.841,35,
0.31,2.36,2.84,,,2.63,1.841,32,
0.57,3.69,3.61,,,2.63,1.841,30,
0.13,4.37,0.44,,,2.63,1.841,28,
0.64,3.51,4.06,,,2.7,1.89,27,
0.66,2.74,2,,,2.7,1.89,27,
0.36,4.16,4.73,,,2.7,1.89,27,
0.4,2.88,4.07,,,2.7,1.89,28,
0.16,0.64,2.96,,,2.7,1.89,29,
0.33,3.82,0.17,,,2.7,1.89,30,
0.37,2.69,4.25,,,2.48,1.736,31,
0.55,1.47,2.07,,,2.48,1.736,31,
0.6,0.03,0.87,,,2.48,1.736,30,
0.13,3.07,2.8,,,2.48,1.736,28,
0.87,4.09,0.19,,,2.48,1.736,21,
0.85,4.91,3.04,,,2.48,1.736,16,
0.85,2.02,2.31,,,2.37,1.659,16,
0.82,2.78,4.42,,,2.37,1.659,17,
0.66,2.96,4.45,,,2.37,1.659,17,
0.95,4.3,0.57,,,2.37,1.659,19,
0.87,1.89,0.22,,,2.37,1.659,24,
0.99,3.75,1.96,,,2.37,1.659,33,
0.27,1.34,0.27,,,2.39,1.673,41,
0.98,0.15,4.58,,,2.39,1.673,41,
0.48,3.03,4.3,,,2.39,1.673,39,
0.27,2.97,0.57,,,2.39,1.673,36,
0.16,3.69,3.84,,,2.39,1.673,33,
0.92,3.64,3,,,2.39,1.673,32,
0.62,0.17,3.11,,,2.74,1.918,31,
0.04,0.12,1.63,,,2.74,1.918,30,
0.61,1.93,0.51,,,2.74,1.918,30,
0.33,2.97,0.01,,,2.74,1.918,30,
0.06,4.87,4.07,,,2.74,1.918,32,
0.69,4.89,4.33,,,2.74,1.918,33,
0.12,4.19,4.71,,,2.66,1.862,34,
0.82,3.96,0.43,,,2.66,1.862,34,
0.57,2.27,2.17,,,2.66,1.862,34,
0.14,0.03,2.43,,,2.66,1.862,31,
0.12,4.21,0.98,,,2.66,1.862,23,
0.08,3.16,1.59,,,2.66,1.862,18,
0.42,2.83,0.7,,,2.65,1.855,13,
0.6,2.65,4.85,,,2.65,1.855,14,
0.4,2.52,4.01,,,2.65,1.855,14,
0.83,2.6,1.2,,,2.65,1.855,16,
0.28,4.52,0.98,,,2.65,1.855,20,
0.41,0.66,3.25,,,2.65,1.855,29,
0.51,0.02,4.42,,,2.63,1.841,35,
0.41,1.46,2.63,,,2.63,1.841,34,
0.93,1.41,1.08,,,2.63,1.841,32,
0.18,2.36,4.01,,,2.63,1.841,30,
0.85,0.08,2.86,,,2.63,1.841,27,
0.26,2.94,4.02,,,2.63,1.841,26,
0.94,1.07,3.83,,,2.85,1.995,25,
0.24,2.52,2.64,,,2.85,1.995,24,
0.66,4.04,1.5,,,2.85,1.995,24,
0.96,0.57,1.15,,,2.85,1.995,24,
0.92,4.65,0.52,,,2.85,1.995,26,
0.83,4.92,2.87,,,2.85,1.995,27,
0.3,3.59,2.25,,,2.64,1.848,28,
0.47,2.97,2.17,,,2.64,1.848,29,
0.58,1.51,3.69,,,2.64,1.848,28,
0.36,3.16,3.28,,,2.64,1.848,26,
0.1,2.01,4.01,,,2.64,1.848,20,
0.54,3.36,1.08,,,2.64,1.848,15,
0.21,1.43,0.52,,,2.54,1.778,14,
0.13,4.74,2.47,,,2.54,1.778,15,
0.72,3.61,1.73,,,2.54,1.778,15,
0.8,2.41,3.5,,,2.54,1.778,17,
0.04,4.68,3.16,,,2.54,1.778,22,
0.04,0.89,3.11,,,2.54,1.778,32,
0.02,2.28,4.39,,,2.5,1.75,35,
0.87,2.28,4.06,,,2.5,1.75,34,
0.8,3.66,3.76,,,2.5,1.75,32,
0.64,1.81,1.11,,,2.5,1.75,29,
0.04,4.82,4.42,,,2.5,1.75,28,
0.64,4.75,0.31,,,2.5,1.75,26,
0.81,2.42,0.75,,,2.8,1.96,25,
0.02,3.83,4.58,,,2.8,1.96,25,
0.45,3.44,4.66,,,2.8,1.96,25,
0.19,2.64,0.22,,,2.8,1.96,26,
0.68,4.92,3.27,,,2.8,1.96,27,
0.73,1.34,4.47,,,2.8,1.96,28,
0.04,2.6,3.29,,,2.64,1.848,29,
0.95,0.38,0.18,,,2.64,1.848,30,
0.19,0.19,3.15,,,2.64,1.848,30,
0.51,4.28,4.32,,,2.64,1.848,27,
1,1.96,4.96,,,2.64,1.848,21,
0.37,2.16,0.24,,,2.64,1.848,16,
0.6,4.34,3.94,,,2.59,1.813,12,
0.73,4.17,1.8,,,2.59,1.813,13,
0.29,1.7,4.2,,,2.59,1.813,14,
0.76,4.75,3.33,,,2.59,1.813,15,
0.83,0.79,4.04,,,2.59,1.813,20,
0.1,2.07,1.07,,,2.59,1.813,28,
0.53,3.98,2.98,,,2.56,1.792,34,
0.69,4.53,3.35,,,2.56,1.792,33,
0.44,1.74,2.96,,,2.56,1.792,31,
0.85,1.57,4.84,,,2.56,1.792,29,
0.23,2.83,3.49,,,2.56,1.792,27,
0.59,1.51,4.67,,,2.56,1.792,25,
0.67,4.34,2.23,,,2.92,2.044,24,
0.76,0.61,3.77,,,2.92,2.044,24,
0.85,3.26,3.52,,,2.92,2.044,24,
0.78,2.1,1.77,,,2.92,2.044,24,
0.39,4.22,0.17,,,2.92,2.044,25,
0.58,1.59,3.45,,,2.92,2.044,26,
0.11,3.23,1.35,,,2.7,1.89,28,
0.94,4.67,3.37,,,2.7,1.89,28,
0.41,1.88,4.5,,,2.7,1.89,28,
0.63,3.63,0.26,,,2.7,1.89,25,
0.08,1.47,4.41,,,2.7,1.89,19,
0.2,1.08,1.83,,,2.7,1.89,14,
0.13,0.63,2.23,,,2.59,1.813,12,
0.23,1.84,3.02,,,2.59,1.813,13,
0.7,3.79,0.62,,,2.59,1.813,13,
0.05,1.2,2.34,,,2.59,1.813,15,
0.28,3.4,4.77,,,2.59,1.813,19,
0.09,1.43,2.23,,,2.59,1.813,27,
0.49,2.4,0.24,,,2.56,1.792,33,
0.28,2.9,1.16,,,2.56,1.792,32,
0.99,2.61,0.13,,,2.56,1.792,30,
0.73,3.02,0.06,,,2.56,1.792,28,
0.48,4.86,4.01,,,2.56,1.792,26,
0.89,3.01,0.88,,,2.56,1.792,24,
0.16,1.7,2.51,,,2.83,1.981,23,
0.77,0.86,3.18,,,2.83,1.981,23,
0.1,1.06,2.36,,,2.83,1.981,23,
0.03,3.85,3.04,,,2.83,1.981,24,
0.23,3.45,2.28,,,2.83,1.981,25,
0.27,4.01,3.88,,,2.83,1.981,26,
0.77,2.22,1.76,,,2.72,1.904,26,
0.06,0.82,3.36,,,2.72,1.904,27,
0.68,3.99,3.56,,,2.72,1.904,27,
0.8,4.72,2,,,2.72,1.904,24,
0.29,0.04,4.97,,,2.72,1.904,18,
0.85,2.67,1.61,,,2.72,1.904,14,
0.56,3.34,4.66,,,2.69,1.883,10,
0.37,0.46,3.13,,,2.69,1.883,11,
0.37,3.68,0.77,,,2.69,1.883,11,
0.18,1.62,2.22,,,2.69,1.883,12,
0.13,1.08,4.83,,,2.69,1.883,16,
0.03,2.82,2.42,,,2.69,1.883,24,
0.94,0.08,4.99,,,2.69,1.883,29,
0.48,0.57,0.27,,,2.69,1.883,29,
0.37,4.31,0.93,,,2.69,1.883,27,
0.31,3.35,4.38,,,2.69,1.883,25,
0.31,3.41,1,,,2.69,1.883,23,
0.35,0.17,0.09,,,2.69,1.883,21,
0.95,2.32,3.52,,,2.97,2.079,20,
0.29,3.03,2.58,,,2.97,2.079,20,
0.27,1.51,1.97,,,2.97,2.079,19,
0.49,2.16,1.95,,,2.97,2.079,20,
0.19,0.53,4.14,,,2.97,2.079,21,
0.96,1.01,1.05,,,2.97,2.079,22,
0.54,0.16,3.57,,,2.71,1.897,23,
0.21,3.02,4.52,,,2.71,1.897,24,
0.87,4.87,4.22,,,2.71,1.897,23,
0.87,3.35,3.28,,,2.71,1.897,21,
0.49,2.72,3.29,,,2.71,1.897,16,
0.76,0.12,1.04,,,2.71,1.897,11,
0.89,4.55,0.21,,,2.56,1.792,11,
0.45,2.88,0.16,,,2.56,1.792,12,
0.94,1.04,0.44,,,2.56,1.792,12,
0.05,2.49,4.68,,,2.56,1.792,14,
0.38,2.53,1.47,,,2.56,1.792,18,
0.1,3.74,0.8,,,2.56,1.792,26,
0.55,1.96,4.67,,,2.51,1.757,33,
0.68,1.82,1.98,,,2.51,1.757,32,
0.26,2.26,2.09,,,2.51,1.757,30,
0.69,1.92,3.03,,,2.51,1.757,27,
0.43,2.31,2.53,,,2.51,1.757,25,
0.44,1.67,3.07,,,2.51,1.757,24,
0.09,1.22,1.93,,,2.84,1.988,23,
0.71,3.84,0.32,,,2.84,1.988,22,
0.39,3.43,3.26,,,2.84,1.988,22,
0.28,4.88,1.33,,,2.84,1.988,22,
0.17,4.18,2.14,,,2.84,1.988,23,
0.4,0.44,3.63,,,2.84,1.988,24,
0.15,2.24,1.3,,,2.69,1.883,25,
0.35,4.21,4.94,,,2.69,1.883,26,
0.35,3.27,0.39,,,2.69,1.883,26,
0.59,0.12,2.34,,,2.69,1.883,24,
0.16,4.88,1.55,,,2.69,1.883,18,
0.03,3.57,0.6,,,2.69,1.883,13,
0.71,0.95,1.9,,,2.63,1.841,13,
0.15,2.71,0.85,,,2.63,1.841,13,
0.5,1.12,1.62,,,2.63,1.841,14,
0.6,2.09,4.87,,,2.63,1.841,15,
0.95,2.01,3.39,,,2.63,1.841,19,
0.87,1.95,4.71,,,2.63,1.841,27,
0.73,2.26,4.81,,,2.59,1.813,34,
0.09,2.24,1.98,,,2.59,1.813,33,
0.72,4.88,3.31,,,2.59,1.813,31,
0.37,4.95,1.25,,,2.59,1.813,29,
0.27,4.95,4.83,,,2.59,1.813,27,
0.74,1.4,2.26,,,2.59,1.813,26,
0.18,1,1.67,,,2.7,1.89,25,
0.5,1.42,4.63,,,2.7,1.89,24,
0.32,4.95,1.49,,,2.7,1.89,24,
0.47,0.56,4.25,,,2.7,1.89,25,
0.07,3.92,4.78,,,2.7,1.89,26,
0.79,3.72,1.14,,,2.7,1.89,27,
0.05,2.94,2.18,,,2.62,1.834,27,
0.86,0.82,1.08,,,2.62,1.834,28,
0.12,0.85,0.29,,,2.62,1.834,27,
0.9,0.53,1.05,,,2.62,1.834,25,
0.91,2.05,2.64,,,2.62,1.834,19,
0.97,3.97,3.78,,,2.62,1.834,14,
0.85,4.58,3.2,,,2.56,1.792,15,
0.17,2.27,2.82,,,2.56,1.792,15,
0.05,0.41,3.19,,,2.56,1.792,16,
0.8,0.65,3.55,,,2.56,1.792,17,
0.22,1.86,0.46,,,2.56,1.792,22,
0.56,4.04,0.59,,,2.56,1.792,32,
1,4.62,3.12,,,2.52,1.764,39,
0.92,4.18,2.49,,,2.52,1.764,37,
0.07,0.75,3.44,,,2.52,1.764,35,
0.29,1.55,3.81,,,2.52,1.764,33,
0.67,2.25,1,,,2.52,1.764,30,
0.16,3.77,2.33,,,2.52,1.764,29,
0.54,3.34,1.99,,,2.6,1.82,28,
0.25,1.67,1.27,,,2.6,1.82,27,
0.91,0.2,1.56,,,2.6,1.82,26,
0.29,4.39,4.18,,,2.6,1.82,27,
0.33,4.19,2.83,,,2.6,1.82,28,
0.8,3.63,0.81,,,2.6,1.82,30,
0.32,2.36,1,,,2.52,1.764,31,
0.66,3.89,2.23,,,2.52,1.764,32,
0.28,3.74,3.99,,,2.52,1.764,31,
0.06,3.06,2.57,,,2.52,1.764,29,
0.11,3.38,0.7,,,2.52,1.764,22,
0.2,3.77,0.48,,,2.52,1.764,17,
0.84,0.22,2.87,,,2.45,1.715,18,
0.53,4.51,4.92,,,2.45,1.715,19,
0.12,2.71,1.95,,,2.45,1.715,19,
0.07,2.08,1.58,,,2.45,1.715,21,
0.12,2.67,1.87,,,2.45,1.715,28,
0.25,1.24,2.9,,,2.45,1.715,39,
0.53,1.88,1.8,,,2.42,1.694,43,
0.87,2.83,1.44,,,2.42,1.694,41,
0.19,3.66,3.25,,,2.42,1.694,39,
0.04,1.77,2.44,,,2.42,1.694,36,
0.33,3.14,1.81,,,2.42,1.694,34,
0.95,3.71,0.7,,,2.42,1.694,33,
0.43,1.99,3.99,,,2.65,1.855,32,
0.19,1.71,2.21,,,2.65,1.855,31,
0.47,4.1,4.16,,,2.65,1.855,31,
0.96,2.86,4.01,,,2.65,1.855,32,
0.73,4.69,2.63,,,2.65,1.855,34,
0.54,0.68,1.77,,,2.65,1.855,36,
0.62,1.75,4.06,,,2.49,1.743,37,
0.27,4.22,1.03,,,2.49,1.743,37,
0.75,3.91,4.09,,,2.49,1.743,37,
0.15,4.82,1.59,,,2.49,1.743,33,
0.93,1.77,2.14,,,2.49,1.743,26,
0.57,0.79,1,,,2.49,1.743,20,
0.46,3.48,2.74,,,2.44,1.708,20,
0.28,1.15,2.12,,,2.44,1.708,21,
0.98,1.89,0.54,,,2.44,1.708,21,
0.11,4.4,3.17,,,2.44,1.708,24,
0.32,1.14,2.85,,,2.44,1.708,29,
0.34,0.27,3.34,,,2.44,1.708,39,
0.31,1.18,0.14,,,2.41,1.687,46,
0.42,3.89,4.57,,,2.41,1.687,45,
0.87,4.57,1.86,,,2.41,1.687,44,
0.4,1.98,1.25,,,2.41,1.687,41,
0.85,3.04,0.67,,,2.41,1.687,39,
0.12,4.24,4.86,,,2.41,1.687,37,
0.86,0.04,0.65,,,2.65,1.855,36,
0.72,2.65,2.57,,,2.65,1.855,35,
0.65,0.59,2.69,,,2.65,1.855,36,
0.14,3.26,2.73,,,2.65,1.855,36,
0.96,2.73,4.19,,,2.65,1.855,38,
0.94,3.34,1.97,,,2.65,1.855,40,
0.64,3.5,0.18,,,2.49,1.743,41,
0.19,3.65,1.94,,,2.49,1.743,41,
0.7,1.35,0.67,,,2.49,1.743,39,
0.22,2.1,0.37,,,2.49,1.743,36,
0.86,0.31,1.96,,,2.49,1.743,27,
0.92,0.79,3.22,,,2.49,1.743,22,
0.32,0.57,0.31,,,2.43,1.701,21,
0.88,1.14,4.19,,,2.43,1.701,22,
0.44,1.84,0.99,,,2.43,1.701,23,
0.73,2.87,2.09,,,2.43,1.701,25,
0.91,1.03,0.65,,,2.43,1.701,31,
0.41,1.27,0.59,,,2.43,1.701,42,
0.63,3.43,1.65,,,2.39,1.673,50,
